80001,3132102022,36000,43200,137,3-337
80002,3312111060,46800,54000,65535,3-311
80003,3132113041,122400,133200,65535,3-539
80004,3322100080,133200,140400,65535,4-318
80005,3132121030,140400,147600,65535,4-318
80006,3812150090,208800,216000,65535,体育场
80007,3132121030,288000,295200,65535,3-540
80008,1052100040,306000,313200,896,4-318
80009,3132112040,374400,381600,65535,3-540
80010,3322100080,392400,399600,65535,4-202
80011,3132102470,399600,410400,65535,4-318
